idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,url_avis
26-37048,2026-04-10,973,['973'],Collectivite Territoriale De Guyane,"Travaux d'Aménagement d'un giratoire au carrefour Rd11 - Allée du Lac Bleu à Saint Laurent du Maroni
- Lot 2 -Transport",Transport,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37048
26-36893,2026-04-10,31,['31'],GHT Haute Garonne Tarn Ouest,MISE EN SECURITE DES BATIMENTS DIRECTION-DRM-PHARMACIE GARAGE   DU CENTRE HOSPITALIER COMMINGES PYRENEES,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36893
26-37025,2026-04-10,973,['973'],Collectivite Territoriale De Guyane,Reprise des couvertures des bâtiments D et E du collège Henri Agarande,Couverture,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37025
26-36960,2026-04-10,80,['80'],Département de la Somme,Travaux de réhabilitation des façades du collège Jules Roy à Crécy-en-Ponthieu.,"Bardage, Couverture",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36960
26-36490,2026-04-10,30,['30'],Ville de Beaucaire (30),Avis rectificatif - Travaux d’installation de climatisations dans les écoles de la Commune de Beaucaire,Climatisation,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36490
26-36488,2026-04-10,25,['25'],Département du Doubs,Rd 48 Pr 18+900 au Pr 20+610 - Recalibrage et renforcement de la Rd 48 par la réalisation de poutres de rive - Territoire de la commune de Val d'Usiers,Voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36488
26-36608,2026-04-10,33,['33'],Mairie de Lège-Cap Ferret,Réhabilitation pour création d'une maison de santé - Lot 1 : Désamiantage,Amiante (désamiantage),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36608
26-36667,2026-04-10,45,['45'],Bureau de Recherche en Géologie Minière (Brgm),Modification de la clôture de la zone Icpe et de la clôture périphérique du site,Clôture,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36667
26-36435,2026-04-10,31,['31'],Reseau 31,Travaux d'extension d'une station d'épuration de 12 000 Eh sur la commune de Saint Lys,Station d'épuration (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36435
26-36462,2026-04-10,33,['33'],DIR Atlantique,A630 – Rocade intérieure – Voie réservée aux transports en commun entre les échangeurs n°12 et n°11,Voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36462
26-36693,2026-04-10,38,['38'],Grenoble Alpes Metropole,"Travaux de protection des captages d'eau potable Vignes  (commune de Saint-Barthélémy-de-Séchilienne),  Fontaine du Mulet et Mulet  (commune de Vaulnaveys-le-Bas)","Alimentation en eau potable, Assainissement, Clôture, Réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36693
26-35907,2026-04-10,973,['973'],DGTM GUYANE..........................................................................................................,Réhabilitation de chaussée et réalisation d'un tourne à gauche sur la déviation de Kourou,Voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-35907
26-35910,2026-04-10,976,['976'],Département Région de Mayotte,ACCORD-CADRE DE TRAVAUX de Réparation d’Ouvrages d’Art sur le réseau RD de Mayotte,Ouvrage d'art,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35910
26-36149,2026-04-10,67,['67'],Eurométropole de Strasbourg,Fourniture et pose de dispositifs de retenue routiers,Glissières de sécurité,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36149
26-35766,2026-04-10,62,['62'],Communauté d'Agglomération Hénin Carvin,"TRAVAUX DE RENOUVELLEMENT DES RESEAUX D'ASSAINISSEMENT ET BRANCHEMENTS ASSOCIES, REFECTION DE LA VOIRIE ECLAIRAGE PUBLIC, EFFACEMENT DES RESEAUX CITE DU BOIS A LIBERCOURT","Assainissement, Eclairage public, Espaces verts, Réseaux divers",Marchés européens,Procédure Ouverte,Résultat de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35766
26-35930,2026-04-10,974,['974'],CIVIS,AMÉNAGEMENT BHNS DE L'ÉTANG-SALE-LES-HAUTS - MARCHE 5 INFRASTRUCTURES - MARCHE DE SUBSTITUTION,"Transport, Ouvrage d'infrastructure",Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35930
26-35944,2026-04-10,20A,"['20A', '20B']",Secrétariat général pour les affaires de Corse. Plateforme régionale des achats de Corse,Marché de travaux de désamiantage des services et établissements de l’État et des centres hospitaliers de la région Corse.,Amiante (désamiantage),Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35944
26-35922,2026-04-10,69,['69'],La Régie Eau du Grand Lyon,"ENTRETIEN ET RÉPARATIONS DES RÉSEAUX D'EAU POTABLE MÉTROPOLITAINS ET ACCESSOIRES HYDRAULIQUES ASSOCIÉS
Lot n° 1 : Rive droite du Rhône
Lot n° 2 : Rive gauche du Rhône",Alimentation en eau potable,Marchés européens,Procédure Négociée,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35922
26-35901,2026-04-10,13,"['13', '83', '84']",Métropole Aix Marseille Provence,"Desserte sanitaire et pluviale des quartiers de la grave et des médecins - Phase 2 - Marseille 13è arrondissement 
Lot 1 : Terrassement, recalibrage et pose de réseaux
Lot 2 : Aménagements paysager...",Assainissement,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35901
26-36520,2026-04-10,31,['31'],Reseau 31,Travaux d'investissements courants sur ouvrages hydrauliques de Réseau 31 - Lot 4 - Tranche 7,Ouvrage hydraulique,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36520
26-36524,2026-04-10,15,"['15', '63', '34', '43']",CCAS de la Ville de  SAINT-FLOUR,Travaux de désamiantage dans un bâtiment administratif,Amiante (désamiantage),Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36524
26-36531,2026-04-10,69,['69'],Société Publique Lyonnaise de Mobilités,Travaux d'aménagement du parking vélo Rozier,"Electricité (travaux), Maçonnerie, Peinture (travaux), Serrurerie",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,True,parking vélo,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36531
26-36535,2026-04-10,32,['32'],Sivom de Miélan Marciac,Travaux de débroussaillage de la voirie sur l'ensemble des communes adhérentes du Sivom Mielan Marciac,Voirie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36535
26-36437,2026-04-10,20B,['20B'],Acqua Publica,Remplacement du tableau Général Basse Tension de la Step de Bastia Sud,Electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36437
26-36465,2026-04-10,33,['33'],Iterg,"Marché pour la Construction d'un bâtiment industriel et tertiaire "" Projet AZIMUT """,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36465
26-36425,2026-04-10,49,['49'],Ville d'Angers (49),"Travaux de réfection des menuiseries extérieures, de l'habillage bois et de l'isolation intérieure de la grande salle - Hôtel de la Godeline",Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36425
26-36922,2026-04-10,16,['16'],Communauté de Communes du Rouillacais,Marche De Travaux - Extension De La Zone D'Emploi Le Lantillon A Rouillac,Terrassement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36922
26-36809,2026-04-10,27,"['27', '28', '45', '72', '75', '78', '91', '92']",Commune de Pierres,Rénovation énergétique écoles - Sondes géothermiques,Géothermie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36809
26-36824,2026-04-10,91,['91'],Mairie de Gif sur Yvette,Travaux de réaménagement de l'ancienne Gendarmerie Nationale en locaux pour la Police Municipale et en cabinet médical,"Menuiserie, Gros oeuvre, Peinture (travaux), Electricité (travaux), Plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36824
26-36953,2026-04-10,47,['47'],Communauté d'Agglomération du Grand Villeneuvois,Travaux De Réparation De Chaussée Avec Un Projeteur D'Enrobés,"Matériaux routiers, Voirie",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36953
26-36956,2026-04-10,33,['33'],DIR Atlantique,Travaux de rénovation énergétique des bâtiments administratifs de la DIRA à Villenave d'Ornon,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36956
26-37040,2026-04-10,973,['973'],"Centre Hospitalier de Cayenne ""Andrée Rosemon""",Construction D'Un Mur Acoustique Au Chu De Guyane Site Du Chog,"Charpente, Couverture, Mur antibruit",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37040
26-36781,2026-04-10,42,['42'],Cdg 42,La présente consultation a pour objet l'aménagement d'un restaurant pour le Cdg42 au sein du programme Sigale situé rue Gutenberg à St Priest en Jarez (42270),"Menuiserie, Plomberie (travaux), Isolation, Mobilier, Cuisine (équipement)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36781
26-36754,2026-04-10,59,['59'],Centre Hospitalier de Valenciennes,MAPA Relance du lot n°2 Gros OEuvre des travaux cuisine du bâtiment Duvant,Gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36754
26-36140,2026-04-10,93,['93'],Département de la Seine-Saint-Denis,Marché de travaux d'exploitation sous chantier et de barriérage,Voirie,Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36140
26-35864,2026-04-10,75,"['75', '78', '92', '93', '94', '95']",Syndicat interdépartemental pour l'assainissement de l'agglomération parisienne (SIAAP),"Travaux de maçonnerie, voirie et réseaux divers pour l'entretien des sites de SIAAP",Maçonnerie,Marchés européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35864
26-36040,2026-04-10,60,"['60', '95', '93', '92', '91', '94', '77', '80']",GHPSO,Construction de l’institut de formation des aides-soignants Projet BIM - CIM - TIM - Procédure expérimental PUCA,Bâtiment,Marchés européens,Procédure Dialogue compétitif,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36040
26-36101,2026-04-10,95,['95'],Communauté  d'Agglomération de Cergy-Pontoise,25TF03 - Travaux de démolition et de renforcement des dallages des 2 niveaux dans le cadre de la construction du groupe scolaire BOSSUT à Pontoise,Démolition,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36101
26-36591,2026-04-10,75,['75'],Ville de Paris - DCPA-SLA 6-14,"Marché de travaux de reprise de la façade sur cour du bâtiment B du collège Jacques Prévert, 18 rue Saint Benoit, 75006 Paris. Opération 202500467","Bâtiment, Peinture (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36591
26-36617,2026-04-10,47,['47'],Communauté d'Agglomération du Grand Villeneuvois,Travaux De Bâtiment Pôle Zero Dechet,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36617
26-36519,2026-04-10,31,['31'],Reseau 31,Travaux de réhabilitation par l'intérieur de réseaux d'assainissement eaux usées et eaux pluviales - 3ème tranche,"Assainissement, Réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36519
26-36506,2026-04-10,28,"['28', '27', '45', '78']",SAEDEL,BARJOUVILLE - travaux de réfection de la rue des Orvilles,Voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36506
26-36468,2026-04-10,31,['31'],CHU DE TOULOUSE,OPERATION R2502 : TRAVAUX DE CREATION DE DEUX SOUS  STATIONS ET DE COLONNES D’EAU GLACEE – Lots 4 5 et 6,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36468
26-36804,2026-04-10,05,['5'],Communauté de Communes Serre-Ponçon Val d'Avance,"Aménagement de la voie verte des Berges de la Durance, Section 1
Lot 2 : Vrd
Lot 3 : Passerelle du Torrent des Beynets",Voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,True,voie verte,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36804
26-36814,2026-04-10,72,['72'],Centre hospitalier du Mans,ACCORD-CADRE - TRAVAUX DE PEINTURE POUR LES ETABLISSEMENTS DU GHT 72,Peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36814
26-36817,2026-04-10,68,['68'],SAINT-LOUIS Agglomération,Rénovation partielle de l'étanchéité de la toiture de l'EHPAD « la maison du Lertzbach » à Saint-Louis,Etanchéité,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36817
26-36970,2026-04-10,75,"['75', '78', '92', '95']",CY CERGY PARIS UNIVERSITE,"Marché de travaux relatifs à des opérations de réparation, de rénovation et d’aménagement de locaux au sein de l’ensemble des bâtiments de CY Cergy Paris Université.","Maçonnerie, Menuiserie, Miroiterie, Voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36970
26-36971,2026-04-10,62,"['62', '59']",Mairie De Boulogne Sur Mer,Travaux de remplacement de menuiseries bois à l'école Fémeland,"Menuiserie, Bois",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36971
26-36768,2026-04-10,75,"['75', '77', '78', '91', '92', '93', '94']",ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,"Travaux pour l’amélioration de la sécurité incendie de la superstructure du bâtiment Jean Hamburger secteur 01 site d’Antoine Béclère, GHU AP-HP Université Paris-Saclay – Démolition - Désamiantage","Amiante (désamiantage), Démolition",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36768
26-36906,2026-04-10,50,['50'],Commune de Cherbourg-en-Cotentin,Travaux de signalisation horizontale et verticale,Voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36906
26-36168,2026-04-10,67,['67'],Ville de Bischheim,TRAVAUX D'EXTENSION ET DE REHABILITATION DU GROUPE SCOLAIRE PRUNELLIERS A BISCHHEIM - AOO,Tous corps d'état,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36168
26-35825,2026-04-10,59,['59'],Communauté Urbaine de Dunkerque,EQUIPEMENTS DES POSTES DE RELEVEMENT DU SYSTEME D'ASSAINISSEMENT DU TERRITOIRE COMMUNAUTAIRE (3 LOTS),"Assainissement, Equipement hydraulique, Pompes",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35825
26-35921,2026-04-10,74,['74'],Département de la Haute-Savoie,RD 1005 - Protection contre les chutes de blocs à Meillerie - Travaux de rehaussement du merlon secteur B et de création d'une fosse de réception secteur A,"Terrassement, Protection, chutes de pierres",Marchés européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35921
26-36134,2026-04-10,29,['29'],VILLE DE PLOUZANE,CONSTRUCTION D'UNE SALLE DE SPECTACLE A PLOUZANE,Terrassement,Marchés européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36134
26-35758,2026-04-10,34,['34'],Ville de BALARUC-LES-BAINS,Travaux de réhabilitation-extension du spa thermal O'Balia,"Chauffage (travaux), Climatisation, Electricité (travaux), Gros oeuvre, Menuiserie",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35758
26-35912,2026-04-10,27,['27'],VILLE DE SAINT ANDRE DE L'EURE,Marchés de travaux pour la réalisation d'un campus éducatif à Saint-André-de-l'Eure,"Bâtiment, Chauffage (travaux), Electricité (travaux), Espaces verts, Menuiserie, Plomberie (travaux), Revêtements de sols, Voirie et réseaux divers",Marchés européens,Procédure Ouverte,Résultat de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-35912
26-35773,2026-04-10,30,"['30', '34', '48', '13']",SPL ALES CEVENNES mandataire au nom et pour le compte de la Communauté de communes ALES AGGLOMERATION,SPL037 - RENOVATION ET RESTRUCTURATION DU CRATERE - SCENE NATIONALE D'ALES,"Curage, Gros oeuvre, Charpente, Couverture, Isolation, Menuiserie, Peinture (travaux), Ventilation, Plomberie (travaux), Electricité (travaux), Serrurerie, Matériel scénique",Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35773
26-36588,2026-04-10,78,['78'],Centre Hospitalier Intercommunal de Poissy Saint-Germain-en-Laye,Travaux de rénovation partielle d'eau froide et d'eau chaude sanitaire de l'EHPAD HERVIEUX au CHIPS,Plomberie (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36588
26-36459,2026-04-10,94,['94'],Mairie d'Ablon-sur-Seine,Programme 2026 : Réfection de la rue des Belges sur la commune d'Ablon-sur-Seine,"Démolition, Terrassement, Voirie et réseaux divers, Signalisation",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,4,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36459
26-36664,2026-04-10,57,['57'],Mairie de Metz,Groupe Scolaire Gaston Hoffmann - Remplacement De Menuiseries Exterieures Bois,"Menuiserie, Bois",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36664
26-36499,2026-04-10,57,['57'],Mairie de Metz,Travaux De Rehabilitation Du Cheminement Pieton Sous Le Pont Des Chaufourniers A Metz,Tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36499
26-36621,2026-04-10,13,['13'],Ville Des Pennes Mirabeau,Travaux de transformation du terrain de football Stade Basile Boli,Terrain de sport,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36621
26-36765,2026-04-10,02,['2'],Communauté de Communes du Val de l'Aisne,Marché de travaux pour la réhabilitation du réseau assainissement eaux usées dans diverses rues de la commune de Bucy le Long-.,Ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36765
26-36794,2026-04-10,02,['2'],Marchés Publics,Travaux de réhabilitation énergétique de l'école de la Madeleine-.,Tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36794
26-36931,2026-04-10,80,['80'],Département de la Somme,Travaux de réhabilitation des façades du collège Jules Roy à Crécy-en-Ponthieu,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36931
26-36907,2026-04-10,60,"['60', '75', '77', '78', '91', '92', '93', '94', '95']",OPPIC,Travaux d’aménagements extérieurs,"Eclairage public, Espaces verts, Mobilier urbain, Voirie et réseaux divers, Végétaux",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36907
26-37035,2026-04-10,73,['73'],Commune de St Michel de Maurienne,"Accord-cadre pour les travaux d'eau potable, d'assainissement des eaux usées et eaux pluviales 2026-2029","Alimentation en eau potable, Assainissement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37035
26-37020,2026-04-10,92,"['92', '75']",Ville de Neuilly-sur-Seine,Travaux de restauration et de nettoyage de groupes statuaires à Neuilly-sur-Seine,Prestations de services,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37020
26-37021,2026-04-10,43,['43'],Département de la Haute-Loire,Rd19 - Aménagement entre Cistrières et Charlette Basse,"Assainissement, Terrassement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37021
26-37005,2026-04-10,13,['13'],Ville de Septèmes-les-Vallons,Travaux De Renovation Energetique Du Groupe Scolaire Langevin Wallon,Isolation,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37005
26-36975,2026-04-10,47,['47'],Conseil Départemental du Lot-et-Garonne,Travaux De Reparation D813 Port-Sainte-Marie,Ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36975
26-36849,2026-04-10,05,['5'],Département des Hautes-Alpes,Route Départementale n°1091 Pr 9+585 au 9+685 Travaux de réalisation de paravalanches -  L'Enclos Commune de La Grave,"Voirie, Voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36849
26-36005,2026-04-10,62,['62'],SEM URBAVILEO (62),"Accords-cadres de travaux, d'entretien et de réparation sur le patrimoine de la SEM URBAVILEO à Boulogne sur Mer (62200)",Tous corps d'état,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36005
26-36144,2026-04-10,974,['974'],MAIRIE DE SAINT LOUIS,"RELANCE DES LOTS 4, 6 et 7 POUR LA CONSTRUCTION D'UN GYMNASE, MAISON DES ASSOCIATIONS ET SALLE DES FETES DANS LE CADRE DU NPNRU DU GOL",Bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36144
26-36038,2026-04-10,69,['69'],SYTRAL Mobilités - TRANSPORT,Création de la ligne de tramway T10 Gare de Vénissieux <> Secteur Gerland - Travaux de libération des emprises privées,Voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36038
26-36436,2026-04-10,31,['31'],Reseau 31,"Travaux d'installation de télésurveillance et de désinfection sur les réservoirs et sur les conduites de distribution d'eau potable, communes de Saint Paul d'Oueil (31110), de Sain",Alimentation en eau potable,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36436
26-36442,2026-04-10,88,['88'],GCS DU KEMBERG,"Etude, fourniture, installation, mise en service d'une navette élévatrice et modification des convoyeurs existants",Blanchisserie (matériel),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36442
26-36446,2026-04-10,28,['28'],Ville de Mainvilliers (28),Travaux de remplacement du bardage sur le gymnase Maroquin,Bardage,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36446
26-36452,2026-04-10,06,['6'],"CD des A-M - Direction de la Construction, de l'Immobilier et du Patrimoine",Travaux de restauration suite à péril imminent des façades sud du palais des Rois Sarde,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36452
26-36424,2026-04-10,976,['976'],Ville de Koungou (976),ACQUISITION DE VEHICULES POUR LES BESOINS DES SERVICES DE LA COMMUNE DE KOUNGOU,Véhicules,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36424
26-37010,2026-04-10,04,['4'],Commune De Digne-Les-Bains,Travaux de restructuration du musée Gassendi à Digne-Les-Bains,"Electricité (travaux), Gros oeuvre, Menuiserie, Peinture (travaux), Plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37010
26-36973,2026-04-10,67,['67'],Eurométropole de Strasbourg,"Accord-cadre pour la réalisation de travaux de désamiantage, dépollution et déconstruction de bâtiments de l'Eurométropole de Strasbourg et de l'oeuvre Notre-Dame","Démolition, Dépollution, Amiante (désamiantage)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36973
