idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,source_cyclable,alerte_l228,url_avis
26-52795,2026-05-31,71,['71'],Communauté Urbaine Creusot Montceau,26010MAT - Travaux d’élagage des plantations d’alignement et d’entretien des espaces boisés sur le territoire de la CUCM et des communes membres,espaces verts,Marchés européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52795
26-53160,2026-05-31,76,['76'],Metropole Rouen Normandie,Requalification de la RD7 sur les communes de Cléon et Saint Aubin-lès-Elbeuf,voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-53160
26-53273,2026-05-31,75,['75'],Ile de France Mobilités,"Travaux de curage, de désamiantage et de déconstruction d'un ancien entrepôt et de ses aménagements extérieurs présents sur les parcelles A420 et A906","démolition, amiante (désamiantage), curage",Marchés européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-53273
26-52904,2026-05-31,06,['6'],Ville d'Antibes (06),Travaux de charpente et couverture dans les bâtiments de la commune,"charpente, couverture",Marchés européens,Procédure Ouverte,Résultat de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52904
26-52939,2026-05-31,93,['93'],Département de la Seine-Saint-Denis,Accord-cadre pour les travaux d'entretien et de réparation dans les bâtiments départementaux - RELANCE,bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52939
26-53198,2026-05-31,75,['75'],Centre des Monuments Nationaux,Opération Palais de la cité Nord - Sous opération de liaison entre la Conciergerie et la Sainte-Chapelle - Lots n°1 à 6 - Phase candidatures,monuments historiques,Marchés européens,Procédure Négociée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-53198
26-53171,2026-05-31,07,"['7', '13']",Fédération Française de Pétanque et de Jeu Provençal (FFPJP),Travaux de construction du Centre National de Pétanque et de Jeu Provençal « Michel Desbois » à Chomérac,"chauffage (travaux), electricité (travaux), peinture (travaux), plomberie (travaux), photovoltaïque, bâtiment, gros oeuvre, métallerie, charpente, maçonnerie",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-53171
26-53096,2026-05-31,75,['75'],MUSEE DU LOUVRE,Travaux de courants faibles et de courants forts de l'EPML,electricité (travaux),Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-53096
26-53246,2026-05-31,84,['84'],Syndicat d'énergie vauclusien,Marché de rénovation des installations d'Eclairage Public de la commune de Morières-lès-Avignon Marché 2026-03,eclairage public,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-53246
26-53214,2026-05-31,17,['17'],VENSOLAIR,ELPF - Travaux - GC (Formalisé),"eolienne, génie civil, fondations spéciales",Marchés européens,Procédure NC,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-53214
26-52774,2026-05-31,67,['67'],Ville de Strasbourg,Travaux de restauration de l'Eglise protestante Saint-Pierre le Jeune à Strasbourg,"echafaudage, maçonnerie, menuiserie",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52774
26-52812,2026-05-31,10,['10'],Troyes Champagne Metropole,"Travaux neufs, d'entretien et de rénovation de la voirie - Lot n°2-.",ouvrage d'infrastructure,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52812
26-52834,2026-05-31,52,['52'],Commune de Saint-Dizier,Renaturation de la cour d’école élémentaire Charles  Péguy et déploiement du design actif de l’espace  public au cœur de l’école-.,tous corps d'état,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52834
26-53279,2026-05-31,89,['89'],COMMUNE DE LOOZE,Aménagement de la place de l'église et des abords de la mairie/salle polyvalente,"matériaux routiers, voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-53279
26-52733,2026-05-31,33,['33'],Commune de Cenon,Marché Public de Conception-Réalisation pour la réhabilitation et extension du Château Tranchère à Cenon : pour la création d’un Centre de Pratiques Artistiques (CPA),"bâtiment, gros oeuvre, ingénierie, tous corps d'état",Marchés européens,Procédure Négociée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52733
26-53090,2026-05-31,74,['74'],O DES ARAVIS,2026/Travaux de création du réservoir de combe rouge-commune LA CLUSAZ-446,réservoir,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-53090
26-53091,2026-05-31,14,['14'],CONSEIL DEPARTEMENTAL DU CALVADOS (CD 14),2025ABA297 Renforcements de chaussées - ARD de Bayeux,voirie,Marchés européens,Procédure Ouverte,Résultat de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-53091
26-52984,2026-05-31,83,['83'],Commune de La Crau,"Travaux relatifs à la Réhabilitation et extension de la ""Villa des Tilleuls"" pour l'aménagement d'une salle des mariages et de locaux associatifs",bâtiment,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52984
26-53153,2026-05-31,75,"['75', '94']",Syndicat interdépartemental pour l'assainissement de l'agglomération parisienne (SIAAP),"Travaux de réhabilitation des équipements électriques et d'automatismes du TGBT, et de prévention et de protection incendie du site de CACHAN",electricité (travaux),Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-53153
26-52700,2026-05-30,67,['67'],Ville de Strasbourg,"Accord cadre  de travaux de déminéralisation ""Strasbourg ça pousse""","espaces verts, voirie",Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-52700
26-52549,2026-05-30,91,['91'],Etablissement public d'aménagement Paris Saclay,Construction du groupe scolaire de la ZAC du quartier de l'Ecole Polytechnique,"bâtiment, gros oeuvre",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52549
26-52683,2026-05-30,06,['6'],Région Provence-Alpes-Côte d'Azur,Travaux de rénovation de la voie ferrée de la ligne des chemins de fer de Provence,"voies ferrées, matériel ferroviaire",Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52683
26-52661,2026-05-30,76,['76'],Département de la Seine-Maritime,2026- Travaux d'entretien- Abbaye de Jumièges,"maçonnerie, ferronnerie",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52661
26-52476,2026-05-30,18,['18'],Communauté d'agglomération Bourges Plus,Fourniture et mise en oeuvre d'enrobés,"matériaux routiers, voirie",Marchés européens,Procédure Ouverte,Résultat de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-52476
26-52610,2026-05-30,27,['27'],SHEMA,Marché de travaux pour la réalisation d'une bretelle de sortie depuis la RN1013 sur la ZAC Long Buisson 3 à Guichainville (27),voirie et réseaux divers,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52610
26-52646,2026-05-30,06,['6'],INRAE - Centre PACA,Marché négocié de travaux de Réfection des installations de chauffage/rafraichissement et réaménagement partiel du bât Agrobiotech pour le Centre INRAE PACA – Site de Sophia Antipolis,"chauffage (travaux), cloison, faux plafond, electricité (travaux), peinture (travaux), plomberie (travaux), terrassement",Marchés européens,Procédure Négociée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52646
26-53274,2026-05-30,51,['51'],SYVALOM (51),Mission de contrôle technique et de coordination en matière de sécurité et de protection de la santé dans le cadre des travaux réalisés sur le centre de transfert du SYVALOM à PIERRY,"bâtiment, assistance technique, prestations de services",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-53274
26-52489,2026-05-30,35,['35'],CHU de Rennes,"Restructuration / Extension d’un pôle sanitaire sur le site d’Antrain-Relance lot 15, 16, 17 et 19","electricité (travaux), chauffage (travaux), plomberie (travaux)",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52489
26-52618,2026-05-30,28,['28'],Ville de Châteaudun,RÉAMÉNAGEMENT DE LA PLACE DE LIBERTÉ,voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-52618
26-52645,2026-05-30,12,['12'],SIEDA,APPEL A MANIFESTATION D’INTERET MISE EN PLACE D’UN OU PLUSIEURS DATACENTERS D’INITIATIVE PRIVEE,bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52645
26-52552,2026-05-30,37,['37'],Tours métropole Val de Loire,Construction d'un bâtiment d'accueil et de restauration labellisé Passivhaus sur le site de la Cité des Formations à Tours,"bâtiment, cuisine (équipement), gros oeuvre, plomberie (travaux), géothermie",Marchés européens,Procédure Ouverte,Résultat de marché,-4,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52552
26-52480,2026-05-30,91,['91'],Etablissement public de santé Barthélémy-Durand,REHABILITATION DE LA CITE CULTURELLE - PHASE TRAVAUX,décoration (travaux),Marchés européens,Procédure NC,Avis en cas de transparence ex ante volontaire,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52480
26-52613,2026-05-30,11,['11'],HABITAT AUDOIS,Construction de 16 logements individuels et d'une salle communale à ALAIGNE (11004),bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,-1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52613
26-52628,2026-05-30,75,['75'],EAU DE PARIS,Travaux de réhabilitation de l'aqueduc de l'Avre,alimentation en eau potable,Marchés européens,Procédure Négociée,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52628
26-52690,2026-05-30,13,['13'],Région Provence-Alpes-Côte d'Azur,"LYCEE GEORGES DUBY à LUYNES (13)
Restructuration complète du Système de Sécurisation Incendie (SSI) et du Système de Sonorisation de Sécurité (SSS)","sonorisation, détection incendie, sécurité incendie",Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52690
26-52603,2026-05-30,86,['86'],Centre National d'Enseignement à Distance (Cned),Entretien des toitures terrasses des bâtiments du Cned,isolation,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52603
26-52583,2026-05-30,59,['59'],EPSM Lille Métropole,MARCHE GLOBAL SECTORIEL (MGS) pour la reconstruction des pôles 59I07-59G24-59I04 comprenant CMP/CATTP/HDJ et CLIP Ado sur le site de l'EPSM de l'Agglomération Lilloise,bâtiment,Marchés européens,Procédure Dialogue compétitif,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52583
26-52459,2026-05-30,33,['33'],Bordeaux Métropole,Travaux d'aménagement de la place Andrée Chédid,voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-52459
26-52445,2026-05-30,77,"['77', '78', '92', '93', '94']",RGIF-BBA,Remplacement et modernisation des ascenseurs de la Gendarmerie nationale en Ile-de-France,ascenseur,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52445
26-52387,2026-05-29,57,['57'],C de Cattenom et Environs,Extension de la Maison Communautaire à Cattenom - Lots 1 à 13,"bâtiment, electricité (travaux), gros oeuvre, menuiserie",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52387
26-52017,2026-05-29,33,['33'],SID-SO,33 Accord-cadre travaux TCE sur le périmètre de l'USID de Cazaux - emprises de Cazaux,"electricité (travaux), chauffage (travaux), voirie et réseaux divers",Marchés européens,Procédure Négociée,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-52017
26-52300,2026-05-29,77,['77'],Conseil Départemental de Seine-et-Marne,"Fabrication, transport et mise en oeuvre des mélanges bitumineux en vue des renforcements de voirie sur les routes départementales de Seine-et-Marne",voirie,Marchés européens,Procédure Ouverte,Résultat de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-52300
26-51992,2026-05-29,33,['33'],Bordeaux Métropole,Travaux de couverture - Ecole des Beaux-Arts,couverture,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-51992
26-52102,2026-05-29,19,['19'],Mairie de Brive,TRAVAUX D'ENTRETIEN ET D'AMENAGEMENT DES BATIMENTS DE LA VILLE DE BRIVE / CCAS / COMMUNAUTÉ D'AGGLOMERATION DE BRIVE,"electricité (travaux), peinture (travaux), plomberie (travaux)",Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52102
26-52305,2026-05-29,63,['63'],Université Clermont Auvergne,Op 1070 - Marché Global de Performances pour la réhabilitation extension du site Gergovia,bâtiment,Marchés européens,Procédure Dialogue compétitif,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52305
26-52813,2026-05-29,68,"['68', '67']",COMMUNE DE THANNENKIRCH,Aménagement du Chemin du Lecotte - Réseaux secs,réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52813
26-52841,2026-05-29,62,['62'],Conseil Départemental du Pas-de-Calais,Travaux de restructuration et mise aux normes des espaces de production et locaux annexes de la demi-pension au Collège Adulphe Delegorgue à Courcelles Les Lens,"amiante (désamiantage), menuiserie, peinture (travaux), electricité (travaux), chauffage (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52841
26-52851,2026-05-29,95,['95'],Mairie d'Argenteuil,Travaux de renouvellement des Gestions Techniques du Bâtiment (Gtb) sur le site de l'hôtel de Ville,"electricité (travaux), bâtiment",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52851
26-52750,2026-05-29,44,['44'],Nantes Métropole,Travaux d'aménagement d'un cheminement piéton entre la Gare et la Cale Dubigeon à Nantes - Jules Launey Usines,"eclairage public, voirie",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-52750
26-52763,2026-05-29,29,['29'],Brest métropole,"La consultation a pour objet concernent le traitement par reprise localisée de l'anticorrosion de la travée levante afin de stopper le processus de corrosion constatée sur les augets, pièces de pon...",peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-52763
26-52778,2026-05-29,06,['6'],Commune de Mougins,Chemin De L'Hubac / Rue Fontvieille - Travaux D'Aménagement De Voirie Pour Mise En Sécurité Des Modes Doux,"eclairage public, voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-52778
